2,2599674
10,923039
24,193393
81,219381
95,200
151,62567
161,15130
166,519388
170,1708950
171,116319
181,1541348
222,21915
224,713494
246,249
281,644189
291,1539244
350,14140
352,116619
371,69525
385,235653
439,1576847
455,1067964
456,343169
474,2600807
483,1009811
485,90090
492,423651
494,845779
503,4142081
518,2601225
537,2601294
576,2601454
591,524525
599,2601528
669,14535
699,121366
704,818273
713,24230
855,270186
861,1094010
934,968
966,841710
975,70750
1000,29514
1001,195127
1031,874274
1053,2602368
1080,276048
1110,2441282
1114,1113072
1135,841089
1136,393014
1142,1446868
1170,1168867
1186,2602938
1301,7542
1306,2603464
1342,853155
1350,168185
1380,815524
1390,431071
1400,814208
1405,192289
1416,176005
1434,223237
1453,2603803
1461,1506882
1472,942010
1513,38300
1520,2599911
1533,518418
1564,1324608
1567,1338186
1581,166254
1603,2604374
1609,638796
1614,213169
1651,1181391
1657,1687
1666,61435
1679,641891
1680,1341038
1689,2647937
1694,473872
1714,539095
1763,207146
1772,1011975
1776,223261
1780,2132629
1782,236627
1783,1237342
1787,476071
1790,243537
1807,70798
1813,138577
1814,884151
1832,783949
1838,1105882
1848,212359
1854,90387
1862,484047
1874,1515286
1889,634815
1897,1338087
1930,532944
1933,2605698
1941,859031
1969,59300
1982,551195
1994,1602170
2002,1780715
2006,1603638
2016,1843570
2030,884744
2032,491426
2040,27337
2041,134156
2091,904713
2155,802363
2166,639433
2188,337397
2190,2267
2211,316142
2283,310378
2308,310379
2331,2606954
2334,731954
2408,2164290
2434,2607267
2464,214130
2494,1131231
2495,232335
2507,1472983
2516,575643
2519,1358477
2544,959748
2568,837105
2580,445404
2632,404144
2642,314140
2643,1425558
2646,719852
2669,730176
2686,458039
2739,780910
2784,822996
2785,1526167
2786,506697
2833,2835
2857,43288
2891,524814
2915,679674
2919,24718
2922,502982
2952,54875
2953,192037
3019,1542310
3046,2479363
3051,782467
3108,1673481
3120,2536555
3129,808477
3149,336328
3151,1307098
3193,1336987
3224,1204152
3237,18973
3260,219429
3302,2610420
3305,1328193
3376,2610711
3383,1292761
3403,2610919
3450,2611491
3454,714201
3457,1780109
3518,1288850
3546,334039
3558,186843
3581,2611993
3591,757464
3592,679826
3602,719186
3622,279831
3638,794508
3645,1975613
3702,75695
3714,177197
3731,872485
3748,1088443
3762,1505678
3831,482039
3836,593533
3874,200866
3875,325209
3882,12945
3890,1309088
3894,1101284
3898,2044797
3903,1299734
3904,578636
3909,3974
3927,1236362
3931,1517850
3958,4220
3972,405740
3999,182672
4006,596570
4025,484620
4036,2350989
4037,1766803
4055,2029554
4060,2036974
4070,2523197
4097,2272333
4160,22144
4163,10408
4176,4279
4204,35895
4254,18595
4276,1504342
4289,387328
4294,2614099
4313,297812
4314,11068
4331,248713
4336,679685
4368,1569635
4369,376283
4372,1019021
4434,2437087
4455,178262
4470,297905
4484,2615506
4498,249834
4516,2029732
4539,1275900
4553,2615651
4571,576920
4574,2453035
4583,2038724
4589,340886
4590,592025
4600,1275953
4642,1675073
4658,991759
4662,580893
4670,655454
4734,1235180
4766,117922
4776,81654
4783,873033
4816,34452
4825,683317
4835,733838
4858,868402
4892,1743020
4909,2497353
4971,1984040
4976,22024
4994,541469
5006,1145120
5027,476876
5047,1288153
5051,381768
5069,25964
5099,575738
5110,506634
5117,449852
5140,2151630
5150,384336
5171,935767
5198,362587
5203,323048
