9,928663
11,477957
32,7303087
36,474876
37,477028
74,23830
80,148109
126,129717
156,2622
243,37562
268,534
345,62199
361,959572
429,777202
439,5187070
442,2604965
478,93060
557,151609
566,1986903
618,32171
626,442962
662,193592
665,29728
669,689797
670,215589
684,69504
688,6579021
694,1343217
698,10055728
715,148458
719,632784
722,137771
759,9674571
763,1619519
779,1852745
788,984233
791,10283255
817,474213
820,194821
821,1014904
860,3493
914,40551
925,6963
942,132335
971,402529
976,1096393
1000,447806
1015,619142
1050,1019102
1053,1142893
1071,66333
1096,4851685
1133,402175
1152,1859574
1183,194839
1195,956281
1209,1509100
1239,71823
1242,55402
1269,5819
1312,35281
1316,56003
1329,92861
1352,2661212
1422,133331
1423,91954
1425,3364
1426,2848344
1427,1110454
1436,1103026
1464,16031
1473,5479564
1475,2536485
1490,55124
1502,7292416
1505,934004
1514,655266
1521,92922
1525,159855
1530,2320783
1540,65980
1569,2904108
1581,119446
1590,96328
1655,194943
1688,270284
1710,65187
1714,1314009
1822,8829615
1823,8766448
1880,654908
1907,559630
2072,32949
2074,1070436
2124,4330496
2152,81868
2172,16222
2175,86795
2182,37576
2189,135992
2216,720876
2226,1513571
2227,460271
2252,86084
2257,60902
2309,64513
2322,11094364
2330,3087996
2340,10103204
2341,7268446
2347,8762957
2416,788638
2432,2943599
2435,5058932
2447,47869
2450,2454
2506,1866781
2510,1885312
2513,3313608
2516,1123280
2534,477839
2561,676666
2563,176297
2578,455843
2583,7546631
2597,7314346
2638,2101042
2643,95469
2664,148585
2667,444716
2698,20259
2699,5773459
2700,731415
2708,44057
2716,339364
2720,955727
2734,2299084
2736,4672
2821,1109324
2905,12469
17,5382683
18,467035
41,8762969
63,552890
110,618837
191,2944273
203,1203179
207,614079
275,459554
343,71559
379,2855848
397,402687
409,10614389
430,154882
447,2057075
455,149508
466,483211
468,3117296
471,668159
491,706120
533,972006
539,535483
575,1881736
585,52869
650,55021
655,4210205
671,513218
707,476202
716,7336234
718,1747811
731,3645213
737,102907
739,8763636
762,9721198
766,46115
794,46697
806,206159
910,790622
929,197997
936,783876
957,564877
1009,195563
1072,94978
1080,1839238
1164,83099
1218,84121
1230,257769
1250,619296
1259,4915421
1295,376413
1317,8096430
1321,1433457
1343,1329600
1344,584823
1395,884215
1400,1437055
1406,16201
1450,10641085
1455,1530942
1484,56591
1485,932168
1488,119439
1504,479445
1552,33970
1576,55067
1577,7541963
1604,18097
1659,2697406
1693,10663906
1719,444736
1720,7296785
1730,3276347
1740,16013
1952,1001723
2030,1150934
2032,64753
2073,451391
2130,26849
2136,10983438
2142,187774
2166,11252337
2196,48424
2209,2451908
2234,6640
2242,242186
2261,1510802
2286,4018
2300,293438
2303,8371593
2306,4409895
2321,1436848
2324,15322
2332,238793
2335,11126
2337,3388475
2339,10719233
2433,396038
2464,5497636
2465,464046
2493,9097109
2505,44839
2518,555859
2520,6922999
2566,45563
2580,213358
2584,432678
2588,580491
2634,887975
2661,9145013
2697,863520
2704,8765536
2719,258589
2723,120076
2811,5450545
2812,2041453
2819,1748358
2824,420940
2831,485075
2896,8779395
