10,259
22,2973
41,121
57,4296
58,4715
60,6963
63,2303
111,2135
126,34989
136,8579
147,3401
189,8009
225,7743
226,5231
256,14103
293,3531
460,23802
474,752456
475,17216
487,17620
506,17539
507,19013
512,797
516,34970
519,95759
551,4049
555,20497
562,18891
600,3331
616,26949
619,1214
621,17590
624,78329
657,174362
667,13992
677,16130
745,21845
755,20768
760,23088
770,15845
793,16550
817,22008
849,18008
907,18945
927,24062
931,7363
933,12880
999,93159
1004,19339
1045,17837
1072,28284
1078,27142
1091,32257
1096,35287
1098,2978
1131,30516
1132,3393
1147,1198
1157,27634
1199,113904
1205,29371
1231,17782
1273,34920
1337,93527
1345,5216
1366,7631
1373,35330
1384,82011
1422,36528
1424,214599
1435,115953
1458,35167
1477,36318
1479,2637
1482,40512
1554,6961
1594,37398
1602,33388
1603,4539
1617,42974
1620,6570
1644,20318
1671,5518
1693,3147
1700,2454
1801,45159
1830,190305
1831,690447
1835,148935
1843,26690
1852,23353
1854,27658
1857,19888
1869,4061
1876,20178
1886,45659
1898,3852
1915,45817
1959,284446
1960,47162
1965,2108
2008,48820
2074,46853
2095,30728
2111,16901
2125,12161
2126,24759
2130,21387
2134,50974
2172,59990
2192,10883
2198,969165
2209,46629
2229,51387
2230,58930
2250,50903
2285,18752
2286,36233
2313,51141
2333,5939
2414,63328
2415,63895
2420,127550
2430,915488
2438,11608
2480,2863
2504,64424
2527,7661
2548,819480
2595,64797
2603,64087
2669,66370
2744,60377
2790,17522
2791,14034
2856,3568
2869,39865
2885,37724
2905,677192
2928,40506
2935,75359
2937,43001
2960,301801
2991,44487
3013,139469
3094,7076
3116,73440
3128,79604
3162,658408
3165,77172
3173,35230
3249,17640
3265,13201
3307,33745
3311,81031
3337,12056
3360,569071
3363,4302
3367,17980
3373,16517
3378,37165
3403,5375
3465,446519
3509,88131
3537,88158
3538,16584
3557,81630
3571,309479
3620,13272
3643,71427
3657,15575
3673,15940
3678,5049
3713,45254
3723,41105
3761,55251
3776,54868
3784,90677
3807,367317
3830,88358
3842,90251
3858,3921
3863,87164
3914,19786
3934,91099
3954,23875
3956,138188
3960,100335
3984,25107
4009,92809
4054,92669
4093,77598
4096,107486
4114,42866
4121,8354
4128,93465
4157,93793
4164,53809
4168,45178
4169,94340
4194,99348
4206,75298
4223,4293
4229,99208
4237,9363
4239,90487
4244,96661
4251,145397
4280,96771
4313,5353
4333,102212
4351,103297
4373,296637
4375,9000
4403,101175
4417,76754
4430,28406
4474,31158
4500,106887
4508,1405944
4534,669025
4537,107496
4561,94331
4573,100602
4575,632936
4590,416109
4624,58049
4647,446060
4712,13163
4724,17503
4791,769140
4830,925459
4901,23984
4914,885692
4923,110894
4932,49825
4957,49205
4975,69769
4985,36242
5022,107428
5026,93421
5053,118791
5058,113452
5063,137204
5121,116794
5123,47802
5153,87470
5217,121653
5255,33647
5256,9397
5265,7531
5317,261856
5327,233165
5333,51855
5336,14061
5347,168491
5429,127562
5440,103276
5445,35553
5448,34228
5450,121370
5471,13039
5483,249513
5504,125386
5525,70592
5534,134102
5536,101028
5540,124105
5553,121501
5580,5699
5606,28808
5633,127334
5689,126316
5720,39247
5729,42297
5743,14014
5749,36905
5768,127845
5779,7140
5793,385054
5889,130419
5952,28812
5991,13019
6002,498922
6029,163018
6084,6876
